CustomerID,cluster,segment,recency,frequency,monetary,avg_basket_value,product_variety,country
12616,3,New / One-Time,96.0,2,713.3,356.65,25,France
12617,3,New / One-Time,30.0,1,352.98,352.98,39,France
12618,3,New / One-Time,22.0,1,177.31,177.31,11,Italy
12619,1,Champion,17.0,9,3641.24,404.58,50,Germany
12620,1,Champion,15.0,3,1339.41,446.47,89,France
12621,1,Champion,2.0,20,13689.67,684.48,261,Germany
12622,0,New / One-Time,233.0,1,180.1,180.1,11,Germany
12623,0,At-Risk Customer,277.0,1,305.1,305.1,18,Germany
12624,3,New / One-Time,107.0,2,641.13,320.56,36,France
12625,0,At-Risk Customer,212.0,2,2683.82,1341.91,73,Germany
12626,1,Champion,24.0,9,6620.48,735.61,232,Germany
12627,1,Champion,11.0,7,4478.53,639.79,162,Germany
12628,3,Champion,5.0,3,786.46,262.15,34,Germany
12630,3,Champion,10.0,2,1270.88,635.44,60,Finland
12631,3,New / One-Time,58.0,1,640.5,640.5,31,Finland
12633,1,Regular Customer,59.0,4,2163.98,541.0,73,Germany
12635,3,New / One-Time,90.0,2,1689.18,844.59,96,Germany
12637,1,Regular Customer,68.0,8,6002.9,750.36,205,France
12638,3,New / One-Time,34.0,1,671.69,671.69,39,Sweden
12639,0,At-Risk Customer,239.0,1,486.1,486.1,22,Sweden
12640,3,Champion,24.0,3,1174.58,391.53,47,France
12641,3,New / One-Time,116.0,1,185.9,185.9,10,Sweden
12642,3,Champion,26.0,3,1013.26,337.75,39,Germany
12643,3,At-Risk Customer,129.0,6,3344.64,557.44,11,France
12644,3,At-Risk Customer,130.0,1,477.91,477.91,31,Germany
12645,1,Regular Customer,34.0,4,1775.18,443.8,58,Germany
12646,3,Champion,5.0,2,1346.97,673.49,43,USA
12647,1,Champion,23.0,12,3722.82,310.23,78,Germany
12648,0,At-Risk Customer,155.0,1,318.05,318.05,21,Germany
12649,3,Regular Customer,108.0,3,623.51,207.84,28,Germany
12650,3,New / One-Time,4.0,1,314.44,314.44,20,France
12651,0,New / One-Time,335.0,1,114.0,114.0,9,France
12652,0,At-Risk Customer,332.0,1,919.98,919.98,48,France
12653,3,At-Risk Customer,149.0,2,2209.85,1104.93,37,Israel
12654,1,Champion,11.0,5,601.98,120.4,31,Germany
12656,1,Champion,18.0,5,4051.17,810.23,89,France
12657,3,Champion,12.0,4,1643.18,410.79,35,France
12658,3,Champion,19.0,1,686.05,686.05,36,Germany
12659,3,New / One-Time,30.0,1,91.68,91.68,5,France
12660,3,New / One-Time,12.0,1,245.1,245.1,13,France
12662,1,Champion,1.0,11,3849.78,349.98,129,Germany
12664,1,Champion,9.0,9,4881.88,542.43,10,Finland
12665,0,New / One-Time,325.0,1,63.0,63.0,3,Germany
12667,3,New / One-Time,59.0,1,620.13,620.13,33,Finland
12668,1,Champion,12.0,4,3807.15,951.79,115,Germany
12669,3,At-Risk Customer,151.0,3,2744.03,914.68,98,France
12670,1,Champion,11.0,5,2996.05,599.21,58,France
12672,0,At-Risk Customer,330.0,1,225.9,225.9,10,France
12673,1,Champion,6.0,2,610.52,305.26,42,Germany
12674,3,Regular Customer,39.0,4,1970.6,492.65,52,France
12676,1,Champion,25.0,6,1331.39,221.9,33,Sweden
12678,1,Loyal Customer,43.0,12,17628.46,1469.04,105,France
12679,1,Regular Customer,59.0,4,1113.02,278.26,43,France
12680,3,Champion,1.0,4,862.81,215.7,33,France
12681,1,Champion,15.0,22,13787.54,626.71,267,France
12682,1,Champion,4.0,31,12279.82,396.12,209,France
12683,1,Champion,5.0,15,8476.57,565.1,177,France
12684,1,Champion,8.0,7,2283.63,326.23,61,France
12685,3,Champion,29.0,6,2863.08,477.18,117,France
12686,0,New / One-Time,372.0,1,89.14,89.14,7,France
12688,3,New / One-Time,114.0,1,4873.81,4873.81,171,Israel
12689,3,Champion,26.0,2,1247.61,623.81,57,France
12690,0,At-Risk Customer,206.0,1,389.01,389.01,16,France
12691,1,Champion,29.0,6,1035.8,172.63,21,France
12693,3,At-Risk Customer,128.0,4,855.91,213.98,35,Germany
12694,3,New / One-Time,71.0,2,869.67,434.83,32,France
12695,3,Champion,8.0,4,582.1,145.52,23,France
12697,3,Champion,29.0,3,957.59,319.2,37,Sweden
12700,1,Champion,8.0,4,4939.99,1235.0,193,France
12701,3,New / One-Time,80.0,2,797.71,398.85,50,Germany
12702,3,New / One-Time,20.0,1,219.0,219.0,12,Germany
12703,3,New / One-Time,72.0,1,283.55,283.55,21,Germany
12704,1,Champion,8.0,8,2340.84,292.6,64,Finland
12705,1,Champion,16.0,9,6868.29,763.14,228,Germany
12707,0,At-Risk Customer,292.0,1,603.42,603.42,33,France
12708,1,Loyal Customer,30.0,10,2712.91,271.29,86,Germany
12709,1,Champion,16.0,15,9706.52,647.1,93,Germany
12710,3,Regular Customer,97.0,3,1149.02,383.01,75,Germany
12712,1,Champion,29.0,13,4396.13,338.16,58,Germany
12713,3,Champion,1.0,1,848.55,848.55,38,Germany
12714,1,Champion,10.0,5,4708.86,941.77,216,France
12715,3,New / One-Time,107.0,1,343.36,343.36,20,Sweden
12716,3,Champion,4.0,2,1053.49,526.75,60,France
12717,3,At-Risk Customer,152.0,2,1030.98,515.49,49,Greece
12718,3,New / One-Time,72.0,1,238.25,238.25,19,France
12719,3,Champion,6.0,2,644.95,322.48,34,France
12720,1,Champion,3.0,25,5781.73,231.27,211,Germany
12721,1,Regular Customer,32.0,6,2656.13,442.69,133,France
12722,3,Regular Customer,86.0,4,997.63,249.41,50,France
12723,3,Champion,4.0,5,725.07,145.01,53,France
12724,1,Champion,6.0,4,1031.41,257.85,47,France
12725,0,At-Risk Customer,372.0,1,427.8,427.8,24,Italy
12726,1,Champion,29.0,7,2609.1,372.73,57,France
12727,1,Champion,11.0,7,3980.7,568.67,109,France
12728,1,Regular Customer,72.0,4,836.33,209.08,38,France
12729,3,New / One-Time,114.0,1,453.01,453.01,26,France
12731,1,Champion,24.0,12,18895.91,1574.66,109,France
12732,0,At-Risk Customer,180.0,1,236.26,236.26,12,France
12733,0,At-Risk Customer,235.0,1,383.95,383.95,22,USA
12734,0,New / One-Time,353.0,1,110.4,110.4,4,France
12735,0,At-Risk Customer,316.0,2,779.57,389.78,38,France
12736,0,At-Risk Customer,333.0,1,234.0,234.0,4,France
12738,0,New / One-Time,373.0,1,155.35,155.35,11,Germany
12739,3,New / One-Time,79.0,2,1013.04,506.52,38,United Arab Emirates
12740,3,New / One-Time,64.0,1,427.6,427.6,27,France
12743,3,At-Risk Customer,135.0,2,540.13,270.07,114,Unspecified
12744,1,Regular Customer,52.0,7,21279.29,3039.9,178,Singapore
12747,1,Champion,3.0,11,4196.01,381.46,42,United Kingdom
12748,2,Champion,1.0,209,33053.19,158.15,1768,United Kingdom
12749,1,Champion,4.0,5,4090.88,818.18,160,United Kingdom
12750,3,At-Risk Customer,129.0,1,275.88,275.88,15,Poland
12752,3,New / One-Time,82.0,1,4366.78,4366.78,53,Norway
12753,1,Champion,23.0,6,21429.39,3571.57,132,Japan
12754,0,At-Risk Customer,236.0,3,3010.74,1003.58,49,Japan
12755,0,New / One-Time,281.0,1,17.55,17.55,3,Japan
12756,3,New / One-Time,87.0,1,112.08,112.08,4,Japan
12757,1,Champion,16.0,13,7834.65,602.67,237,Portugal
12758,3,New / One-Time,117.0,2,2791.59,1395.8,84,Portugal
12759,1,Regular Customer,53.0,3,1531.44,510.48,81,Netherlands
12762,3,Champion,8.0,2,1898.52,949.26,62,Portugal
12763,3,At-Risk Customer,139.0,2,494.08,247.04,16,Japan
12764,0,At-Risk Customer,317.0,1,1693.88,1693.88,45,Lebanon
12766,1,Champion,4.0,7,6989.63,998.52,205,Portugal
12769,0,At-Risk Customer,239.0,1,1143.6,1143.6,32,Brazil
12770,0,At-Risk Customer,211.0,1,1351.45,1351.45,12,Japan
12772,3,New / One-Time,60.0,1,892.47,892.47,55,Portugal
12775,1,Champion,18.0,5,1386.04,277.21,47,Netherlands
12778,1,Champion,20.0,6,822.23,137.04,40,Netherlands
12779,1,Regular Customer,38.0,8,3981.36,497.67,88,Poland
12781,3,New / One-Time,64.0,2,826.74,413.37,25,Czech Republic
12782,1,Champion,5.0,5,2330.92,466.18,81,Portugal
12783,3,Champion,3.0,6,2225.91,370.98,76,Portugal
12784,3,Champion,10.0,2,532.82,266.41,54,Portugal
12785,0,At-Risk Customer,365.0,1,311.95,311.95,14,Portugal
12787,3,Regular Customer,10.0,3,463.66,154.55,17,Netherlands
12789,3,New / One-Time,66.0,1,91.85,91.85,4,Netherlands
12790,0,At-Risk Customer,193.0,1,324.92,324.92,21,Netherlands
12791,0,New / One-Time,374.0,1,192.6,192.6,2,Netherlands
12792,0,At-Risk Customer,257.0,1,400.54,400.54,25,Portugal
12793,0,At-Risk Customer,335.0,2,545.48,272.74,21,Portugal
12794,3,New / One-Time,54.0,2,860.41,430.21,43,Portugal
12795,3,New / One-Time,19.0,1,430.48,430.48,14,Portugal
12797,0,At-Risk Customer,366.0,1,254.03,254.03,13,Portugal
12798,3,New / One-Time,45.0,2,3325.44,1662.72,6,Japan
12802,0,At-Risk Customer,187.0,1,427.58,427.58,25,Netherlands
12808,1,Regular Customer,37.0,3,483.65,161.22,27,Portugal
12809,0,At-Risk Customer,178.0,1,489.31,489.31,25,Portugal
12811,0,At-Risk Customer,261.0,3,514.85,171.62,27,Portugal
12812,3,New / One-Time,45.0,1,229.64,229.64,15,Japan
12814,3,New / One-Time,102.0,1,125.92,125.92,2,Poland
12815,3,At-Risk Customer,148.0,2,1063.46,531.73,38,Poland
12816,3,New / One-Time,96.0,2,572.2,286.1,27,Poland
12817,0,New / One-Time,282.0,1,166.04,166.04,4,Austria
12818,0,At-Risk Customer,262.0,1,1542.08,1542.08,14,Austria
12820,1,Champion,4.0,4,942.34,235.58,55,United Kingdom
12821,0,New / One-Time,215.0,1,92.72,92.72,6,United Kingdom
12822,3,New / One-Time,71.0,2,948.88,474.44,41,United Kingdom
12823,3,Regular Customer,75.0,5,1759.5,351.9,1,United Kingdom
12824,3,New / One-Time,60.0,1,397.12,397.12,25,United Kingdom
12826,1,Champion,3.0,7,1474.72,210.67,58,United Kingdom
12827,3,Regular Customer,6.0,3,430.15,143.38,19,United Kingdom
12828,3,Champion,3.0,6,1018.71,169.79,46,United Kingdom
12829,0,At-Risk Customer,337.0,2,293.0,146.5,9,United Kingdom
12830,3,Regular Customer,38.0,6,6814.64,1135.77,13,United Kingdom
12831,0,At-Risk Customer,263.0,1,215.05,215.05,9,United Kingdom
12832,3,New / One-Time,33.0,2,383.03,191.52,27,United Kingdom
12833,3,At-Risk Customer,146.0,1,417.38,417.38,24,United Kingdom
12834,0,At-Risk Customer,283.0,1,312.38,312.38,18,United Kingdom
12836,1,Regular Customer,60.0,4,2610.36,652.59,148,United Kingdom
12837,0,New / One-Time,174.0,1,134.1,134.1,12,United Kingdom
12838,1,New / One-Time,34.0,2,671.95,335.98,115,United Kingdom
12839,1,Champion,3.0,14,5591.42,399.39,95,United Kingdom
12840,3,At-Risk Customer,144.0,4,2726.77,681.69,67,United Kingdom
12841,1,Champion,5.0,25,3991.58,159.66,229,United Kingdom
12842,3,New / One-Time,71.0,2,1118.99,559.5,34,United Kingdom
12843,1,Regular Customer,66.0,8,1702.26,212.78,69,United Kingdom
12844,3,New / One-Time,30.0,2,325.96,162.98,47,United Kingdom
12845,0,At-Risk Customer,268.0,4,354.09,88.52,26,United Kingdom
12847,3,Champion,23.0,1,843.64,843.64,72,United Kingdom
12849,1,New / One-Time,32.0,2,1010.29,505.15,47,United Kingdom
12851,3,New / One-Time,97.0,1,131.81,131.81,43,United Kingdom
12852,0,At-Risk Customer,295.0,1,311.55,311.55,17,United Kingdom
12853,3,At-Risk Customer,135.0,6,1957.1,326.18,66,United Kingdom
12854,1,Regular Customer,79.0,3,1316.25,438.75,95,United Kingdom
12855,0,New / One-Time,373.0,1,38.1,38.1,3,United Kingdom
12856,3,Champion,8.0,6,2170.78,361.8,155,United Kingdom
12857,0,At-Risk Customer,211.0,2,1106.4,553.2,37,United Kingdom
12863,3,New / One-Time,53.0,1,521.2,521.2,5,United Kingdom
12864,3,New / One-Time,139.0,1,147.12,147.12,3,United Kingdom
12865,3,Champion,27.0,2,1568.23,784.12,86,Austria
12866,0,At-Risk Customer,284.0,1,559.12,559.12,26,Belgium
12867,1,Champion,27.0,7,4009.34,572.76,240,United Kingdom
12868,0,At-Risk Customer,186.0,6,1607.06,267.84,72,United Kingdom
12871,3,New / One-Time,85.0,2,380.64,190.32,8,United Kingdom
12872,0,At-Risk Customer,327.0,2,599.97,299.99,58,United Kingdom
12873,0,At-Risk Customer,283.0,1,374.0,374.0,4,United Kingdom
12875,3,New / One-Time,144.0,1,49.47,49.47,1,United Kingdom
12876,3,New / One-Time,58.0,2,2218.02,1109.01,67,Belgium
12877,1,Champion,4.0,12,1535.77,127.98,100,United Kingdom
12878,0,At-Risk Customer,237.0,2,854.99,427.5,38,United Kingdom
12879,3,Regular Customer,45.0,3,573.22,191.07,7,United Kingdom
12881,0,At-Risk Customer,276.0,1,298.0,298.0,7,United Kingdom
12882,3,Champion,10.0,2,1463.04,731.52,12,United Kingdom
12883,3,Champion,25.0,4,703.47,175.87,39,United Kingdom
12884,3,New / One-Time,89.0,1,309.05,309.05,7,United Kingdom
12885,3,Regular Customer,64.0,3,1175.22,391.74,66,United Kingdom
12886,3,New / One-Time,68.0,2,1378.4,689.2,75,United Kingdom
12888,0,At-Risk Customer,215.0,2,354.12,177.06,4,United Kingdom
12890,3,New / One-Time,25.0,1,376.72,376.72,78,United Kingdom
12891,0,At-Risk Customer,186.0,3,331.0,110.33,2,United Kingdom
12893,3,New / One-Time,31.0,1,176.55,176.55,27,United Kingdom
12895,3,New / One-Time,43.0,2,372.8,186.4,22,United Kingdom
